,Code,Occupation,R,he,it,she,everyone,company,team,city,everybody,customer,office,everything,bank,hr,project,development,crew,distribution,village,farm,building,construction,school,restaurant,cemetery,casino,hotel,hospital,property,community,america,agriculture,shop,market,factory,plant,worker,training,london,china,house,budget,computer,system,software,site,website,database,network,chicago,earth,town,ship,marine,mine,miner,oil,food,water,nature,patient,planet,area,farmer,baby,prison,church,religion,college,library,teacher,film,movie,coach,camera,station,dog,nurse,lab,one,fire,fish,transit,animal,airport,body,gym,customers,product,cage,court,generator,shipping,machine,hunter,forest,logging,boiler,coal,mason,concrete,insulation,power,mining,equipment,car,vehicle,engine,plane,pilot,valve,machinery,mobile,aircraft,metal,baker,meat,kitchen,drilling,spring,furnace,laundry,leather,furniture,wood,money,bathroom,paper,production,truck,taxi,locomotive,train,railroad,boat,bridge,crane,pump,afghanistan,soldier,vietnam,business,garden,world,land,store,japan,germany,surgery,man,work,shuttle
61,1010,Computer programmers,Software Developer,0.13670195639133453,0.30100715160369873,0.03015001490712166,,,,,,,,,,,,,,,,,0.014423046261072159,,,,,,,,,,,,,,,,,,,,,,,,0.013808744959533215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1020,"Software developers, applications and systems software",Web Developer,0.1021064817905426,0.625887393951416,0.019592640921473503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021423328667879105,0.009117143228650093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1030,Web developers,Tech Support Specialist,0.12936465442180634,0.3577656149864197,0.13003362715244293,0.02160455286502838,,,,,,,,,,,,,,,,,,,,,,,0.006189938168972731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1050,Computer support specialists,Database Administrator,0.2907083332538605,0.2078072428703308,0.1620008796453476,0.020841792225837708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08353788405656815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1060,Database administrators,Network Administrator,0.19303198158740997,0.22226373851299286,0.08324071019887924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03535544499754906,,,,,0.039003606885671616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1105,Network and computer systems administrators,Network Architect,0.041168663650751114,0.6511319875717163,0.027616489678621292,0.00632311450317502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007012258283793926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1106,Computer network architects,Computer Professional,0.34349456429481506,0.13068193197250366,0.3392111659049988,0.015208915807306767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008216981776058674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1107,"Computer occupations, all other",Actuary,0.1693102866411209,0.561626672744751,0.10099927335977554,0.04408806934952736,,,,0.015075501054525375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1200,Actuaries,Mathematician,0.2909027338027954,0.2503821849822998,0.2735179662704468,0.0564550906419754,,,,,,,0.013049968518316746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1210,Mathematicians,Operations Analyst,0.28679150342941284,0.18395274877548218,0.0772610604763031,0.015471321530640125,,0.01052039209753275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1220,Operations research analysts,Statistician,0.44301483035087585,0.11623255908489227,0.025980189442634583,0.044082265347242355,,,,0.03290786221623421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1230,Statisticians,Mathematical Scientist,0.4543449580669403,0.1817377209663391,0.1167159304022789,0.017892029136419296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013408264145255089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1240,Miscellaneous mathematical science occupations,Architect,0.2871291935443878,0.3474465608596802,0.20732542872428894,0.04070696234703064,,,,,,,0.0116367032751441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1300,"Architects, except naval",Surveyor,0.2870957553386688,0.32948416471481323,0.22598838806152344,0.03852730616927147,,,,,,,0.013349677436053753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1310,"Surveyors, cartographers, and photogrammetrists",Aerospace Engineer,0.3745943009853363,0.2495538294315338,0.011062526144087315,,,,,,,,,,,,,,,,,0.006799466907978058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010206751525402069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1320,Aerospace engineers,Agricultural Engineer,0.19800983369350433,0.3227063715457916,0.019447194412350655,,,,,,,,,,,,,,,0.025130730122327805,0.023839041590690613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1330,Agricultural engineers,Biomedical Engineer,0.7192454934120178,0.13274729251861572,0.03954492136836052,0.005616817623376846,,,,,,,,,,,,,,,,,,,,,,,0.006483542267233133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1340,Biomedical engineers,Chemical Engineer,0.4998297691345215,0.10646877437829971,0.04786783829331398,0.011506965383887291,,,0.012302478775382042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1350,Chemical engineers,Civil Engineer,0.09005531668663025,0.3844311833381653,,,,,0.06794727593660355,,,,,,,,,,,,,0.03853185102343559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02410903014242649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1360,Civil engineers,Hardware Engineer,0.5623572468757629,0.12890002131462097,0.05526949092745781,0.005625009536743164,,,,,,,0.005390659440308809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1400,Computer hardware engineers,Electrical Engineer,0.4197956323623657,0.19754938781261444,0.04116279259324074,,,,0.014355619437992573,,,,,,,,,,,,,0.011699854396283627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1410,Electrical and electronics engineers,Environmental Engineer,0.05370192229747772,0.5076646208763123,0.02181974984705448,,,,0.015586987137794495,,,,,,,,,,,,,0.013950495049357414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1420,Environmental engineers,Industrial Engineer,0.3031209409236908,0.2828322947025299,0.019669784232974052,,,,0.017311200499534607,,,,,,,,,,,,,0.011331334710121155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1430,"Industrial engineers, including health and safety",Marine Engineer,0.2821134030818939,0.18735924363136292,0.04125204682350159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04897022247314453,0.02690783329308033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1440,Marine engineers and naval architects,Materials Engineer,0.29102349281311035,0.2560088634490967,0.04045660421252251,,,,,,,,,,,,,,,,,0.046826139092445374,,,,,,,,,,,,,,,,,,,,0.007472672499716282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1450,Materials engineers,Mechanical Engineer,0.2859248220920563,0.29470494389533997,0.03800315409898758,,,,,,,,,,,,,,,,,0.024885885417461395,,,,,,,,,,,,,,,,,,,,0.010727724060416222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1460,Mechanical engineers,Mining Engineer,0.316794216632843,0.1942078173160553,0.021160589531064034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03636576235294342,0.029447825625538826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1500,"Mining and geological engineers, including mining safety engineers",Nuclear Engineer,0.43197566270828247,0.15392978489398956,0.02354065515100956,0.011060516349971294,,,0.009709964506328106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1510,Nuclear engineers,Petroleum Engineer,0.4060468375682831,0.20731861889362335,0.013126553036272526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008619077503681183,,,,,0.015638571232557297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1520,Petroleum engineers,Miscellaneous Engineer,0.6205852031707764,0.2087417095899582,0.07807579636573792,0.012199895456433296,,,,,,,0.005996120627969503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1530,"Engineers, all other",Drafter,0.8828365802764893,0.022612838074564934,0.05591006949543953,0.00237414357252419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008421566453762352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1540,Drafters,Engineering Technician,0.3888479769229889,0.2161991447210312,0.061520785093307495,0.010424058884382248,,,,,,,,,,,,,,,,0.014356549829244614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1550,"Engineering technicians, except drafters",Mapping Technician,0.556824266910553,0.08860315382480621,0.21591666340827942,0.015890615060925484,,,,,,,0.0042723435908555984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1560,Surveying and mapping technicians,Food Scientist,0.2232777327299118,0.3678493797779083,0.10482826828956604,0.05451582372188568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018810773268342018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1600,Agricultural and food scientists,Biologist,0.35507288575172424,0.22000810503959656,0.2699045240879059,0.04728402569890022,,,,,,,0.011251824907958508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1610,Biological scientists,Conservationist,0.08916507661342621,0.32199516892433167,0.02353796176612377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03197760879993439,0.02145150676369667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1640,Conservation scientists and foresters,Medical Researcher,0.30199891328811646,0.16805949807167053,0.12406498193740845,,,,,,,,,,,,,,,,,,,,,,,,0.09349299967288971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021350866183638573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1650,Medical scientists,Life Scientist,0.25773751735687256,0.3337382376194,0.09668859094381332,0.026162931695580482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031483955681324005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1660,"Life scientists, all other",Physicist,0.31787818670272827,0.2348128706216812,0.263290137052536,0.05951102823019028,,,,0.013148896396160126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1700,Astronomers and physicists,Atmospheric Scientist,0.09648863971233368,0.3852907717227936,0.022821463644504547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15608465671539307,,,,,,,,,,,0.02592364139854908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1710,Atmospheric and space scientists,Chemist,0.2935795783996582,0.3255433142185211,0.1920584738254547,0.050685714930295944,,,,,,,0.01564866490662098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1720,Chemists and materials scientists,Environmental Scientist,0.0787530466914177,0.3038638234138489,0.021181628108024597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09187376499176025,,,,,,,,,0.01854524575173855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1740,Environmental scientists and geoscientists,Physical Scientist,0.4908531606197357,0.22124631702899933,0.1116395890712738,0.01595269702374935,,,,,,,0.007926098071038723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1760,"Physical scientists, all other",Economist,0.2768672704696655,0.33989226818084717,0.2220081239938736,0.04091257229447365,,,,,,,0.014254100620746613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1800,Economists,Survey Researcher,0.04313656687736511,0.4070601165294647,0.028387228026986122,,,,,,,,,,,,,,,0.03005535900592804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014896335080265999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1815,Survey researchers,Psychologist,0.3501220643520355,0.11215638369321823,0.39242562651634216,0.042828094214200974,,,,0.013310221023857594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1820,Psychologists,Sociologist,0.3155907392501831,0.23400256037712097,0.28389206528663635,0.05194205418229103,,,,,,,0.013607540167868137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1830,Sociologists,Urban Planner,0.0782049149274826,0.4096311926841736,0.014127162285149097,,,,0.060413457453250885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01607830636203289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1840,Urban and regional planners,Social Scientist,0.13725386559963226,0.1704103797674179,0.2758428454399109,0.05205859616398811,,,,0.020365579053759575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1860,Miscellaneous social scientists and related workers,Agricultural Technician,0.49575546383857727,0.2050471156835556,0.05837186053395271,,,,,,,,,,,,,,,,0.014978758059442043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014642118476331234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1900,Agricultural and food science technicians,Biological Technician,0.4517075717449188,0.12963242828845978,0.18543876707553864,0.00901794247329235,,,,,,,,,,,,,,,,,,,,,,,0.00840265303850174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1910,Biological technicians,Chemical Technician,0.4301559627056122,0.12031902372837067,0.10602927953004837,0.011689149774610996,,,,,,,,,,,,,,,,,,,,,,,0.013881717808544636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1920,Chemical technicians,Geological Technician,0.4240052402019501,0.29126670956611633,0.08286934345960617,0.012087848037481308,,,,,,,0.006250925827771425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1930,Geological and petroleum technicians,Nuclear Technician,0.4756159484386444,0.12141028791666031,0.04637804627418518,0.012051095254719257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007142346818000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1940,Nuclear technicians,Research Assistant,0.21694807708263397,0.0443229116499424,0.5769738554954529,0.006263830699026585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007803593296557665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1950,Social science research assistants,Science Technician,0.18752917647361755,0.20927534997463226,0.11959830671548843,0.022501783445477486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01710517890751362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1965,"Miscellaneous life, physical, and social science technicians",Counselor,0.18718692660331726,0.014197634533047676,0.7290853261947632,0.028979485854506493,,,,0.004300667904317379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2000,Counselors,Mental Health Counselor,0.272612988948822,0.05501170456409454,0.4374895393848419,0.04950762912631035,,,,0.012298621237277985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2010,Social workers,Social Worker,0.017988106235861778,0.017142320051789284,0.7976318597793579,0.01043038908392191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013717208988964558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2015,Probation officers and correctional treatment specialists,Probation Officer,0.4533703029155731,0.004902487620711327,0.45608851313591003,0.004376654047518969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004423994105309248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2016,Social and human service assistants,Human Service Assistant,0.2553694546222687,0.16369883716106415,0.4042225778102875,0.02598300389945507,,,,0.006581367924809456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2025,"Miscellaneous community and social service specialists, including health educators and community health workers",Community Health Specialist,0.03842642903327942,0.5410423278808594,0.05265317112207413,0.038874514400959015,,,,,,,,,,,,,,,,,,,,,,,,,0.015230506658554077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2040,Clergy,Clergy Member,0.6549211144447327,0.054110974073410034,0.22787155210971832,0.007054941263049841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002034696750342846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
